Repository,URL,Description,Stars,Subscribers,Open Issues,Last Update,Created,Last Release,Docs,CRDs Total,CRDs Alpha,CRDs Beta,CRDs V1
AlertoJon-io / opsgenie-crossplane-provider,https://github.com/AlertoJon-io/opsgenie-crossplane-provider,,0,1,0,2022-03-15,2022-03-15,0001-01-01,,0,0,0,0
timgchile / provider-jet-rediscloud,https://github.com/timgchile/provider-jet-rediscloud,,0,1,0,2022-03-15,2022-03-15,0001-01-01,,0,0,0,0
timgchile / provider-jet-cloudamqp,https://github.com/timgchile/provider-jet-cloudamqp,,0,1,0,2022-03-15,2022-03-15,0001-01-01,,0,0,0,0
davidcollom / crossplane-jet-cloudflare,https://github.com/davidcollom/crossplane-jet-cloudflare,,0,1,0,2022-03-14,2022-03-14,2022-03-16,https://doc.crds.dev/github.com/davidcollom/crossplane-jet-cloudflare@0.0.1,65,65,0,0
crossplane-contrib / provider-jet-vault,https://github.com/crossplane-contrib/provider-jet-vault,Generated crossplane provider for vault,2,1,3,2022-03-10,2022-03-04,0001-01-01,,0,0,0,0
remyleone / crossplane-scaleway-provider,https://github.com/remyleone/crossplane-scaleway-provider,Scaleway provider for Crossplane ,2,1,0,2022-03-10,2022-01-31,2022-02-14,https://doc.crds.dev/github.com/remyleone/crossplane-scaleway-provider@v0.0.1,41,41,0,0
AaronME / provider-cards,https://github.com/AaronME/provider-cards,A sample provider to generate playing cards,0,1,0,2022-03-10,2022-02-14,0001-01-01,,0,0,0,0
timgchile / provider-jet-elasticcloud,https://github.com/timgchile/provider-jet-elasticcloud,,0,1,0,2022-03-09,2022-03-09,0001-01-01,,0,0,0,0
timgchile / provider-jet-imgix,https://github.com/timgchile/provider-jet-imgix,,0,1,0,2022-03-09,2022-02-24,0001-01-01,,0,0,0,0
katafira / provider-jet-gitlab,https://github.com/katafira/provider-jet-gitlab,,0,1,0,2022-03-09,2022-03-09,0001-01-01,,0,0,0,0
LucaLanziani / provider-jet-cloudflare,https://github.com/LucaLanziani/provider-jet-cloudflare,,0,2,0,2022-03-07,2022-02-01,0001-01-01,,0,0,0,0
katafira / provider-gitlab-operator,https://github.com/katafira/provider-gitlab-operator,,0,1,1,2022-03-07,2022-03-07,0001-01-01,,0,0,0,0
matthewnolf / grafana-provider,https://github.com/matthewnolf/grafana-provider,,0,1,0,2022-03-07,2022-03-07,0001-01-01,,0,0,0,0
matthewnolf / hello-crossplane,https://github.com/matthewnolf/hello-crossplane,Managed with Crossplane Github Provider (generated with Terrajet),0,1,0,2022-03-07,2022-03-07,0001-01-01,,0,0,0,0
giattal / provider-jet-vsphere,https://github.com/giattal/provider-jet-vsphere,,0,1,0,2022-03-07,2022-03-07,0001-01-01,,0,0,0,0
matthewnolf / github-provider,https://github.com/matthewnolf/github-provider,,0,1,0,2022-03-04,2022-03-04,0001-01-01,,0,0,0,0
dgmorales / crossplane-provider-approval,https://github.com/dgmorales/crossplane-provider-approval,,0,1,0,2022-03-03,2022-03-03,0001-01-01,,0,0,0,0
zzxwill / provider-jet-alibaba2,https://github.com/zzxwill/provider-jet-alibaba2,,2,2,0,2022-03-01,2022-02-24,0001-01-01,,0,0,0,0
turkenh / provider-jet-alibaba,https://github.com/turkenh/provider-jet-alibaba,,0,1,0,2022-02-25,2022-02-07,0001-01-01,,0,0,0,0
Giomaster / azuredevops-jet,https://github.com/Giomaster/azuredevops-jet,,0,1,0,2022-02-23,2022-02-23,0001-01-01,,0,0,0,0
jaroslav-svoboda / provider-jet-azuredevops,https://github.com/jaroslav-svoboda/provider-jet-azuredevops,,0,1,0,2022-02-22,2022-02-22,0001-01-01,,0,0,0,0
ArunRamakani / provider-jet-grafana,https://github.com/ArunRamakani/provider-jet-grafana,,0,1,0,2022-02-20,2022-02-20,0001-01-01,,0,0,0,0
ArunRamakani / hashicorp-provider,https://github.com/ArunRamakani/hashicorp-provider,Hashicorp Provider for Crossplane  using terrajet,0,1,0,2022-02-20,2022-02-20,0001-01-01,,0,0,0,0
abdelazizhd / crossplane-gcp,https://github.com/abdelazizhd/crossplane-gcp,,0,1,0,2022-02-17,2022-02-17,0001-01-01,,0,0,0,0
abdelazizhd / gcp-lb-https,https://github.com/abdelazizhd/gcp-lb-https,,0,1,0,2022-02-17,2022-02-17,0001-01-01,,0,0,0,0
pickjonathan / provider-jet-vsphere,https://github.com/pickjonathan/provider-jet-vsphere,,0,1,0,2022-02-17,2022-02-17,0001-01-01,,0,0,0,0
sumeet70 / provider-h2,https://github.com/sumeet70/provider-h2,,0,1,0,2022-02-16,2022-02-16,0001-01-01,,0,0,0,0
jmazumder / provider-jet-spotinst,https://github.com/jmazumder/provider-jet-spotinst,Jet Implementation of terraform-provider-spotinst,0,1,0,2022-02-15,2022-02-15,0001-01-01,,0,0,0,0
salaboy / cdevents-provider,https://github.com/salaboy/cdevents-provider,Crossplane Provider to Emit and consume CD Events ,0,3,0,2022-02-12,2022-02-12,0001-01-01,,0,0,0,0
lucj / provider-jet-exoscale,https://github.com/lucj/provider-jet-exoscale,,2,1,0,2022-02-12,2021-11-30,0001-01-01,,0,0,0,0
crossplane-contrib / provider-capi,https://github.com/crossplane-contrib/provider-capi,@crossplane provider for @kubernetes-sigs Cluster API,8,3,0,2022-02-11,2020-11-12,0001-01-01,,0,0,0,0
crossplane-contrib / provider-equinix-metal,https://github.com/crossplane-contrib/provider-equinix-metal,Equinix Metal (formerly Packet) provider for @Crossplane enabling infrastructure management from Kubernetes,14,14,13,2022-02-11,2019-09-19,2021-06-16,https://doc.crds.dev/github.com/crossplane-contrib/provider-equinix-metal@v0.0.11,5,3,2,0
maqiuyujoyce / provider-jet-template,https://github.com/maqiuyujoyce/provider-jet-template,,0,1,0,2022-02-09,2022-02-09,0001-01-01,,0,0,0,0
janwillies / provider-akamai,https://github.com/janwillies/provider-akamai,,0,1,0,2022-02-08,2022-02-08,0001-01-01,,0,0,0,0
haorenfsa / provider-milvus,https://github.com/haorenfsa/provider-milvus,milvus provider for crossplane,0,1,0,2022-02-08,2022-02-08,0001-01-01,,0,0,0,0
rybnico / provider-jet-hcloud,https://github.com/rybnico/provider-jet-hcloud,,0,1,0,2022-02-06,2022-02-06,0001-01-01,,0,0,0,0
dfds / provider-confluent,https://github.com/dfds/provider-confluent,Crossplane provider for Confluent Cloud,1,3,5,2022-02-04,2021-11-24,0001-01-01,,0,0,0,0
ADustyOldMuffin / provider-jet-do,https://github.com/ADustyOldMuffin/provider-jet-do,DigitalOcean terrajet provider,0,1,0,2022-02-03,2022-02-03,0001-01-01,,0,0,0,0
mortenko / provider-template,https://github.com/mortenko/provider-template,template for writing providers for crossplane,0,1,0,2022-02-03,2022-02-03,0001-01-01,,0,0,0,0
janwillies / provider-jet-akamai,https://github.com/janwillies/provider-jet-akamai,,0,1,0,2022-02-03,2022-02-03,0001-01-01,,0,0,0,0
sebastien-prudhomme / provider-jet-github,https://github.com/sebastien-prudhomme/provider-jet-github,,0,1,0,2022-02-03,2022-02-03,0001-01-01,,0,0,0,0
jmazumder / terraform-provider-spotinst,https://github.com/jmazumder/terraform-provider-spotinst,terrajet compatible terraform-provider-spotinst,0,1,0,2022-02-02,2022-02-02,0001-01-01,,0,0,0,0
jmazumder / terraform-provider-spotjet,https://github.com/jmazumder/terraform-provider-spotjet,,0,1,0,2022-02-02,2022-02-02,0001-01-01,,0,0,0,0
keinproblem / hello-crossplane,https://github.com/keinproblem/hello-crossplane,Managed with Crossplane Github Provider (generated with Terrajet),0,1,0,2022-02-02,2022-02-02,0001-01-01,,0,0,0,0
crossplane-contrib / provider-ibm-cloud,https://github.com/crossplane-contrib/provider-ibm-cloud,Crossplane provider for @ibm-cloud,11,6,1,2022-02-01,2020-10-14,0001-01-01,,0,0,0,0
opentelekomcloud / provider-jet-opentelekomcloud,https://github.com/opentelekomcloud/provider-jet-opentelekomcloud,,0,1,0,2022-01-31,2022-01-20,0001-01-01,,0,0,0,0
realli07kkk / huaweicloud-crossplane,https://github.com/realli07kkk/huaweicloud-crossplane,,0,1,0,2022-01-28,2022-01-28,0001-01-01,,0,0,0,0
maltejk / crossplane-provider-myrasec,https://github.com/maltejk/crossplane-provider-myrasec,,0,2,7,2022-01-27,2022-01-27,0001-01-01,,0,0,0,0
crossplane-contrib / provider-jet-rancher,https://github.com/crossplane-contrib/provider-jet-rancher,,0,4,1,2022-01-26,2022-01-26,2022-01-26,https://doc.crds.dev/github.com/crossplane-contrib/provider-jet-rancher@v0.1.0,53,53,0,0
ricable / provider-jet-civo,https://github.com/ricable/provider-jet-civo,Crossplane Jet Provider for Civo Kubernetes ,0,1,0,2022-01-25,2022-01-25,0001-01-01,,0,0,0,0
batthebee / provider-jet-github,https://github.com/batthebee/provider-jet-github,test,0,1,0,2022-01-25,2022-01-25,0001-01-01,,0,0,0,0
jaroslav-svoboda / provider-jet-azure-devops,https://github.com/jaroslav-svoboda/provider-jet-azure-devops,,0,1,1,2022-01-24,2022-01-24,0001-01-01,,0,0,0,0
edgefarm / provider-jet-keycloak,https://github.com/edgefarm/provider-jet-keycloak,keycloak Provider for Crossplane generated using Terrajet,0,2,0,2022-01-20,2022-01-20,0001-01-01,,0,0,0,0
crossplane-contrib / provider-cloudflare,https://github.com/crossplane-contrib/provider-cloudflare,A Cloudflare provider for Crossplane,12,2,4,2022-01-19,2021-03-10,0001-01-01,,0,0,0,0
HoogWater / provider-naas,https://github.com/HoogWater/provider-naas,,0,1,0,2022-01-19,2022-01-19,0001-01-01,,0,0,0,0
turkenh / provider-jet-tencentcloud,https://github.com/turkenh/provider-jet-tencentcloud,,0,1,0,2022-01-19,2022-01-18,0001-01-01,,0,0,0,0
rauerhans / xplane-prov,https://github.com/rauerhans/xplane-prov,,0,1,0,2022-01-17,2022-01-17,0001-01-01,,0,0,0,0
jerrymccollom / provider-sample,https://github.com/jerrymccollom/provider-sample,Sample provider,0,1,0,2022-01-17,2022-01-16,0001-01-01,,0,0,0,0
3pings / xplane-intersight,https://github.com/3pings/xplane-intersight,,0,1,0,2022-01-13,2022-01-13,0001-01-01,,0,0,0,0
meghana-rajashekar / testing-intersight,https://github.com/meghana-rajashekar/testing-intersight,,0,1,0,2022-01-06,2022-01-06,0001-01-01,,0,0,0,0
IBM / crossplane-provider-kubernetes,https://github.com/IBM/crossplane-provider-kubernetes,Crossplane provider for k8s,2,4,0,2022-01-05,2021-10-29,2022-02-28,https://doc.crds.dev/github.com/IBM/crossplane-provider-kubernetes@v1.5.0,3,3,0,0
shailsirohi / orchestration-provider,https://github.com/shailsirohi/orchestration-provider,Provider for orchestration,0,1,0,2021-12-30,2021-12-15,0001-01-01,,0,0,0,0
shahidv3 / provider-jet-oracle,https://github.com/shahidv3/provider-jet-oracle,,0,1,0,2021-12-29,2021-12-29,0001-01-01,,0,0,0,0
shahidv3 / oracle-provider,https://github.com/shahidv3/oracle-provider,,0,1,0,2021-12-28,2021-12-28,0001-01-01,,0,0,0,0
yyai326 / provider-yy,https://github.com/yyai326/provider-yy,,0,1,0,2021-12-24,2021-12-10,0001-01-01,,0,0,0,0
fahedouch / crossplane-provider-ansible,https://github.com/fahedouch/crossplane-provider-ansible,crossplane provider ansible,0,1,0,2021-12-21,2021-12-21,0001-01-01,,0,0,0,0
rajendragosavi / my-own-crossplane-provider,https://github.com/rajendragosavi/my-own-crossplane-provider,,0,1,0,2021-12-19,2021-12-19,0001-01-01,,0,0,0,0
shahidv3 / git-provider-jet,https://github.com/shahidv3/git-provider-jet,,0,1,0,2021-12-18,2021-12-18,0001-01-01,,0,0,0,0
meghana-rajashekar / new_repo,https://github.com/meghana-rajashekar/new_repo,,0,1,0,2021-12-17,2021-12-17,0001-01-01,,0,0,0,0
elyasafm / my_private_cloud,https://github.com/elyasafm/my_private_cloud,,0,1,0,2021-12-12,2021-12-12,0001-01-01,,0,0,0,0
smileisak / provider-harbor,https://github.com/smileisak/provider-harbor,,0,1,0,2021-12-10,2021-12-09,0001-01-01,,0,0,0,0
jasonmimick / provider-mongodbatlas-terraform,https://github.com/jasonmimick/provider-mongodbatlas-terraform,POC using terrajet to link up the MongoDB Atlas Terraform provider into Crossplane,0,1,0,2021-12-07,2021-12-07,0001-01-01,,0,0,0,0
herveleclerc / crossplane-provider-azure,https://github.com/herveleclerc/crossplane-provider-azure,En attendant le fix-298,0,1,0,2021-12-07,2021-12-07,0001-01-01,,0,0,0,0
samueltorres / crossplane-do-provider,https://github.com/samueltorres/crossplane-do-provider,,0,1,0,2021-11-25,2021-11-24,0001-01-01,,0,0,0,0
crossplane-contrib / provider-tf-equinix-metal,https://github.com/crossplane-contrib/provider-tf-equinix-metal,Crossplane Provider for Equinix Metal based on the Terraform provider,5,1,2,2021-11-21,2021-11-12,0001-01-01,,0,0,0,0
ADustyOldMuffin / digitalocean-provider,https://github.com/ADustyOldMuffin/digitalocean-provider,,0,2,0,2021-11-18,2021-11-18,0001-01-01,,0,0,0,0
zzxwill / provider-tf-alibaba,https://github.com/zzxwill/provider-tf-alibaba,,0,2,0,2021-11-15,2021-11-15,0001-01-01,,0,0,0,0
luebken / provider-tf-rancher,https://github.com/luebken/provider-tf-rancher,EXPERIMENTAL,0,2,0,2021-11-11,2021-11-11,0001-01-01,,0,0,0,0
luebken / provider-jet-rancher,https://github.com/luebken/provider-jet-rancher,EXPERIMENTAL,0,2,0,2021-11-11,2021-11-11,0001-01-01,,0,0,0,0
knfoo / provider-private-cloud,https://github.com/knfoo/provider-private-cloud,,0,1,0,2021-10-28,2021-10-28,0001-01-01,,0,0,0,0
jianh619 / provider-instana,https://github.com/jianh619/provider-instana,,0,1,0,2021-10-18,2021-09-15,0001-01-01,,0,0,0,0
crossplane-contrib / provider-nop,https://github.com/crossplane-contrib/provider-nop,,4,6,2,2021-10-15,2021-04-08,0001-01-01,,0,0,0,0
schaubce / example-provider,https://github.com/schaubce/example-provider,Learning how to use Crossplane Providers,0,1,0,2021-10-12,2021-10-12,0001-01-01,,0,0,0,0
jograca / provider-template,https://github.com/jograca/provider-template,Crossplane Provider Template,0,2,0,2021-10-12,2021-10-12,0001-01-01,,0,0,0,0
eminokic / crossplane-provider-template,https://github.com/eminokic/crossplane-provider-template,this is a crossplane provider template,0,1,0,2021-09-22,2021-09-22,0001-01-01,,0,0,0,0
salaboy / provider-knative,https://github.com/salaboy/provider-knative,Crossplane Knative Provider (install Knative into your Kubernetes Clusters) ,0,2,0,2021-09-11,2021-09-11,0001-01-01,,0,0,0,0
jgillich / crossplane-provider-scaleway,https://github.com/jgillich/crossplane-provider-scaleway,,0,1,0,2021-09-11,2021-09-11,0001-01-01,,0,0,0,0
jograca / provider-awsscheduler,https://github.com/jograca/provider-awsscheduler,provider-awsscheduler,0,2,0,2021-09-03,2021-09-03,0001-01-01,,0,0,0,0
dirien / provider-minectl,https://github.com/dirien/provider-minectl,A @crossplane provider for minectl 🗺,2,1,10,2021-08-30,2021-08-28,0001-01-01,,0,0,0,0
luebken / provider-stormforge,https://github.com/luebken/provider-stormforge,,0,2,0,2021-08-02,2021-08-02,0001-01-01,,0,0,0,0
turkenh / provider-kubernetes-poc,https://github.com/turkenh/provider-kubernetes-poc,[POC] Crossplane provider for managing Kubernetes resources in remote clusters,1,2,0,2021-07-11,2020-09-14,0001-01-01,,0,0,0,0
crossplane-contrib / provider-linode,https://github.com/crossplane-contrib/provider-linode,Demonstrative Crossplane Stack for Linode resources,2,2,1,2021-06-09,2019-09-16,0001-01-01,,0,0,0,0
jianh619 / cloudpak-provider,https://github.com/jianh619/cloudpak-provider,Cloudpak deploying using crossplane,0,1,1,2021-06-04,2021-05-29,0001-01-01,,0,0,0,0
hasheddan / kc-provider-github,https://github.com/hasheddan/kc-provider-github,@github provider for @crossplane - Kubecon NA 2020,3,2,0,2021-05-31,2020-10-15,0001-01-01,,0,0,0,0
morningspace / provider-roboshop,https://github.com/morningspace/provider-roboshop,,0,1,0,2021-05-16,2021-05-16,0001-01-01,,0,0,0,0
jeremycaine / acme-crossplane-provider,https://github.com/jeremycaine/acme-crossplane-provider,ACME Crossplane provider development,0,1,0,2021-05-11,2021-05-11,0001-01-01,,0,0,0,0
salaboy / provider-kubecon,https://github.com/salaboy/provider-kubecon,,0,2,0,2021-05-10,2021-05-10,0001-01-01,,0,0,0,0
laetho / provider-metagraf,https://github.com/laetho/provider-metagraf,crossplane provider research,0,2,0,2021-05-07,2021-05-07,0001-01-01,,0,0,0,0
negz / provider-nop,https://github.com/negz/provider-nop,The least useful @crossplane provider,1,2,0,2021-04-29,2020-07-03,0001-01-01,,0,0,0,0
jianh619 / provider-ssh,https://github.com/jianh619/provider-ssh,,0,1,0,2021-04-23,2021-04-22,0001-01-01,,0,0,0,0
rahulgrover99 / provider-nop-2,https://github.com/rahulgrover99/provider-nop-2,,0,1,1,2021-04-12,2021-04-08,0001-01-01,,0,0,0,0
susunola / crossplane,https://github.com/susunola/crossplane,,0,1,0,2021-03-31,2021-03-31,0001-01-01,,0,0,0,0
jianh619 / crossplane-test-provider,https://github.com/jianh619/crossplane-test-provider,,0,1,0,2021-03-04,2021-03-04,0001-01-01,,0,0,0,0
crossplane-contrib / provider-opsgenie,https://github.com/crossplane-contrib/provider-opsgenie,Crossplane Provider for Atlassian OpsGenie,2,5,0,2021-02-12,2020-12-01,0001-01-01,,0,0,0,0
siddharthlal-cn / scratch-provider,https://github.com/siddharthlal-cn/scratch-provider,,0,1,0,2020-12-19,2020-12-19,0001-01-01,,0,0,0,0
niiku / crossplane-example-provider,https://github.com/niiku/crossplane-example-provider,,0,1,0,2020-11-13,2020-11-13,0001-01-01,,0,0,0,0
muvaf / test-generated-aws,https://github.com/muvaf/test-generated-aws,,0,1,0,2020-10-23,2020-10-19,0001-01-01,,0,0,0,0
ryanewk / test-crossplane-provider,https://github.com/ryanewk/test-crossplane-provider,experimenting with building a crossplane provider,0,1,0,2020-04-02,2020-04-02,0001-01-01,,0,0,0,0
